text,text_en,cmp_code,eu_code,party_id,year,sentence_id,cmp_code_clean,gpt_migration
Kriminelle und Terroristen dürfen nicht in die Europäische Union gelangen.,Criminals and terrorists must not be allowed to enter the European Union.,605.1,,41320,2017,41320_2017_10673,605.1,1.0
Das heißt: die Kontrollen an den Außengrenzen des Schengenraums verstärken und das Grenzkontrollsystem der Schengen-Mitgliedstaaten effektiv umsetzen.,This means strengthening controls at the external borders of the Schengen area and effectively implementing the border control system of the Schengen member states.,605.1,,41320,2017,41320_2017_10674,605.1,1.0
Das europäische Polizeiamt (Europol) und die europäische Grenzschutzagentur (Frontex) wollen wir stärker bei der Terrorismusbekämpfung einbeziehen.,We want to involve the European Police Office (Europol) and the European Border Management Agency (Frontex) more closely in the fight against terrorism.,605.1,,41320,2017,41320_2017_10676,605.1,1.0
"Ausländerinnen und Ausländer, die schwere Straftaten begehen, sollen nach Verbüßung ihrer Strafe unverzüglich abgeschoben werden.",Foreigners who commit serious crimes should be deported immediately after serving their sentence.,601.2,,41320,2017,41320_2017_10680,601.2,1.0
Die Möglichkeit zur Abschiebung straffälliger Ausländerinnen und Ausländer haben wir bereits erleichtert.,We have already made it easier to deport foreigners who have committed crimes.,601.2,,41320,2017,41320_2017_10681,601.2,1.0
"Die im Aufenthaltsgesetz vorgesehen Regelungen für Opfer von Straftaten müssen eingehalten werden, damit sie zu ihrem Recht kommen und Straftäterinnen und Straftäter für ihre Taten verurteilt werden können.",The regulations for victims of crime provided for in the Residence Act must be complied with so that they can obtain their rights and criminals can be sentenced for their actions.,605.1,,41320,2017,41320_2017_10697,605.1,1.0
"Wer im Internet kriminelle Parolen veröffentlicht und zu Gewalt gegen Jüdinnen und Juden, Ausländer und Ausländerinnen oder andere aufruft, muss konsequent zur Rechenschaft gezogen werden.","Anyone who publishes criminal slogans on the Internet and incites violence against Jews, foreigners or others must be consistently held accountable.",605.1,,41320,2017,41320_2017_10740,605.1,1.0
Es ist Zeit für eine geordnete Migrationspolitik,It's time for an orderly migration policy,H,,41320,2017,41320_2017_10763,H,1.0
Wir stehen für eine humanitäre Flüchtlingspolitik.,We stand for a humanitarian refugee policy.,201.2,,41320,2017,41320_2017_10764,201.2,1.0
Das Recht auf Asyl muss auch in Zukunft unangetastet bleiben.,The right to asylum must remain untouched in the future.,201.2,,41320,2017,41320_2017_10765,201.2,1.0
Jeder zweite Flüchtling weltweit ist ein Kind!,Every second refugee worldwide is a child!,201.2,,41320,2017,41320_2017_10767,201.2,1.0
Mit einem Gesamtkonzept Migration gewährleisten wir Kontrolle und verhindern Überforderung.,"With an overall migration concept, we ensure control and prevent excessive demands.",605.1,,41320,2017,41320_2017_10768,605.1,1.0
die Außengrenzen Europas sichern,secure Europe's external borders,601.2,,41320,2017,41320_2017_10770,601.2,1.0
und die Flüchtlinge innerhalb Europas solidarisch verteilen.,and distribute refugees within Europe in a spirit of solidarity.,108,,41320,2017,41320_2017_10771,108,1.0
Die anerkannten Flüchtlinge werden wir besser integrieren,We will better integrate recognized refugees,602.2,,41320,2017,41320_2017_10772,602.2,1.0
und die abgelehnten Flüchtlinge konsequenter in ihre Herkunftsländer zurückführen.,and return rejected refugees more consistently to their countries of origin.,601.2,,41320,2017,41320_2017_10773,601.2,1.0
"Und wir brauchen ein Einwanderungsgesetz, das transparent und verständlich regelt, wer aus wirtschaftlichen Gründen nach Deutschland einwandern kann und wer nicht.",And we need an immigration law that regulates in a transparent and comprehensible way who can immigrate to Germany for economic reasons and who cannot.,605.1,,41320,2017,41320_2017_10774,605.1,1.0
"Geflüchteten Menschen wollen wir frühzeitig dort helfen, wo sie sich zunächst in Sicherheit gebracht haben.",We want to help refugees at an early stage where they have first sought safety.,107,,41320,2017,41320_2017_10785,107,1.0
Das Flüchtlingshilfswerk der Vereinten Nationen (UNHCR) benötigt dafür eine angemessene Ausstattung und kontinuierliche Finanzierung.,The United Nations Refugee Agency (UNHCR) needs adequate resources and continued funding to do this.,107,,41320,2017,41320_2017_10786,107,1.0
In der Flüchtlingspolitik sollen alle EU-Mitgliedsstaaten Verantwortung übernehmen.,All EU member states should take responsibility for refugee policy.,108,,41320,2017,41320_2017_10787,108,1.0
Wir wollen eine solidarische Verteilung der Aufgaben für Flüchtlingshilfe und eine einheitliche Entscheidungspraxis in der Europäischen Union.,We want a solidarity-based distribution of tasks for refugee aid and a uniform decision-making practice in the European Union.,108,,41320,2017,41320_2017_10788,108,1.0
"Wir akzeptieren nicht länger, dass sich einzelne Mitgliedstaaten dem gemeinsam beschlossenen europäischen Asylsystem verweigern.",We no longer accept that individual Member States refuse to comply with the jointly agreed European asylum system.,108,,41320,2017,41320_2017_10789,108,1.0
"Staaten, die Flüchtlinge aufnehmen, sollen Unterstützung erhalten, zum Beispiel für den Ausbau von Gemeindeeinrichtungen, Schulen oder für die medizinische Versorgung.","States that take in refugees are to receive support, for example for the expansion of community facilities, schools or for medical care.",108,,41320,2017,41320_2017_10791,108,1.0
"Um darüber hinaus Anreize für eine freiwillige Aufnahme von Flüchtlingen zu schaffen, wollen wir finanzielle Unterstützung aus dem europäischen Haushalt für die Länder, die eine Hauptlast bei der Flüchtlingsaufnahme tragen.","In addition, in order to create incentives for the voluntary acceptance of refugees, we want financial support from the European budget for those countries that bear a major burden in taking in refugees.",108,,41320,2017,41320_2017_10794,108,1.0
"Wenn nicht nur die entstandenen Integrations- und Unterbringungskosten erstattet, sondern darüber hinaus Infrastrukturgelder zur Verfügung gestellt werden, die auch der Bevölkerung im Land zugutekommen, kann die Bereitschaft zur Aufnahme von Flüchtlingen gesteigert werden.","If not only the incurred integration and accommodation costs are reimbursed, but in addition infrastructure funds are made available that also benefit the population in the country, the willingness to accept refugees can be increased.",108,,41320,2017,41320_2017_10795,108,1.0
Die Außengrenzen müssen besser vor illegalen Grenzübertritten geschützt werden.,The external borders must be better protected against illegal border crossings.,601.2,,41320,2017,41320_2017_10797,601.2,1.0
Dieser Schutz ist die Bedingung für offene Grenzen und für Freizügigkeit im Inneren der EU.,This protection is the condition for open borders and for free movement within the EU.,108,,41320,2017,41320_2017_10798,108,1.0
"Wir wollen daher das Mandat und die Arbeit von Frontex, der europäischen Agentur für die Grenz- und Küstenwache, stärken.","We therefore want to strengthen the mandate and work of Frontex, the European border and coast guard agency.",601.2,,41320,2017,41320_2017_10799,601.2,1.0
"Dabei werden wir dafür Sorge tragen, dass die Gefahren für Flüchtende reduziert und das Gebot der Nicht-Zurückweisung eingehalten wird.","In doing so, we will ensure that the dangers to refugees are reduced and that the imperative of non-refoulement is upheld.",201.2,,41320,2017,41320_2017_10800,201.2,1.0
"Kooperationen und Abkommen mit Drittstaaten eröffnen uns Chancen, die illegale Migration nach Europa und Deutschland einzudämmen.",Cooperation and agreements with third countries open up opportunities for us to curb illegal migration to Europe and Germany.,601.2,,41320,2017,41320_2017_10803,601.2,1.0
Grundvoraussetzung für uns: Menschenrechte werden geachtet und die Genfer Flüchtlingskonvention wird eingehalten.,Basic prerequisite for us: Human rights are respected and the Geneva Refugee Convention is observed.,201.2,,41320,2017,41320_2017_10804,201.2,1.0
Asylverfahren werden grundsätzlich weiterhin auf europäischem Boden durchgeführt.,Asylum procedures will in principle continue to be conducted on European soil.,605.1,,41320,2017,41320_2017_10805,605.1,1.0
"Wer illegale Migration eindämmen will, muss legale Einwanderungsmöglichkeiten schaffen.","If you want to curb illegal migration, you have to create legal immigration opportunities.",602.2,,41320,2017,41320_2017_10809,602.2,1.0
Gemeinsam mit dem UN-Flüchtlingshochkommissariat (UNHCR) wollen wir verstärkt über feste Kontingente Schutzberechtigte kontrolliert in der EU aufnehmen.,"Together with the UN High Commissioner for Refugees (UNHCR), we want to take in more people eligible for protection in the EU in a controlled manner via fixed quotas.",602.2,,41320,2017,41320_2017_10810,602.2,1.0
"Und so können wir die Integration der geflüchteten Menschen besser vorbereiten, steuern und ordnen.","And in this way we can better prepare, manage and order the integration of the refugees.",305.3,,41320,2017,41320_2017_10819,305.3,1.0
Zugleich behalten wir die Kontrolle über die Einwanderung in unser Land.,"At the same time, we retain control over immigration to our country.",305.3,,41320,2017,41320_2017_10820,305.3,1.0
"Schnellere Asylverfahren, bessere Integration, konsequentere Rückführung:","Faster asylum procedures, better integration, more consistent repatriation:",H,,41320,2017,41320_2017_10821,H,1.0
Wir wollen gründliche und sorgfältige Asylverfahren.,We want thorough and careful asylum procedures.,303,,41320,2017,41320_2017_10822,303,1.0
"Integrationsarbeit mit Schutzsuchenden soll bereits in der Erstaufnahme mit Sprachkursen, der Vermittlung unserer Werte und Extremismusprävention beginnen.","Integration work with those seeking protection should begin at the initial reception with language courses, the teaching of our values and the prevention of extremism.",602.2,,41320,2017,41320_2017_10826,602.2,1.0
Nach Angaben des UN-Flüchtlingshochkommissariats (UNHCR) sind über 50 Prozent der Geflüchteten Frauen und Kinder.,"According to the UN High Commissioner for Refugees (UNHCR), over 50 percent of the refugees are women and children.",201.2,,41320,2017,41320_2017_10829,201.2,1.0
Für traumatisierte Flüchtlinge und ihre Kinder brauchen wir spezielle Hilfseinrichtungen.,We need special support facilities for traumatized refugees and their children.,503,,41320,2017,41320_2017_10833,503,1.0
Familiennachzug und das Zusammenleben in der Familie tragen zu einer guten Integration bei.,Family reunification and living together as a family contribute to good integration.,602.2,,41320,2017,41320_2017_10834,602.2,1.0
Deshalb werden wir die temporäre Aussetzung des Familiennachzugs nicht verlängern.,"Therefore, we will not extend the temporary suspension of family reunification.",602.2,,41320,2017,41320_2017_10835,602.2,1.0
Deshalb wollen wir geschlechtsspezifische Asylgründe besser anerkennen.,That is why we want to better recognize gender-specific grounds for asylum.,503,,41320,2017,41320_2017_10837,503,1.0
Anerkannte Asylbewerberinnen und Asylbewerber wollen wir noch schneller integrieren.,We want to integrate recognized asylum seekers even faster.,602.2,,41320,2017,41320_2017_10838,602.2,1.0
"Wir wollen verhindern, dass die erforderliche Integrationsarbeit für Flüchtlinge zulasten der Kommunen geht.",We want to prevent the necessary integration work for refugees from being at the expense of the municipalities.,602.2,,41320,2017,41320_2017_10842,602.2,1.0
Wir wollen die Zahl der freiwilligen Rückkehrer unter den abgelehnten Asylbewerbern erhöhen.,We want to increase the number of voluntary returnees among rejected asylum seekers.,601.2,,41320,2017,41320_2017_10844,601.2,1.0
"Staaten, die sich weigern, ihre Staatsbürger wieder aufzunehmen, müssen mit Konsequenzen rechnen – etwa im Bereich der Visaerteilung.","States that refuse to readmit their citizens must expect consequences - for example, in the area of visa issuance.",109,,41320,2017,41320_2017_10845,109,1.0
"Wir halten daran fest, dass Abschiebungen in Länder nicht erfolgen, in denen für die Menschen die unmittelbare Gefahr besteht, Opfer eines Krieges oder eines bewaffneten Konfliktes zu werden.",We maintain that deportations to countries where people are in imminent danger of becoming victims of war or armed conflict will not take place.,201.2,,41320,2017,41320_2017_10846,201.2,1.0
Wir werden keine Menschen in Perspektivlosigkeit und Lebensgefahr abschieben.,We will not deport people into a lack of prospects and danger to their lives.,201.2,,41320,2017,41320_2017_10847,201.2,1.0
"Da die Sicherheitslage in Afghanistan kein sicheres Leben zulässt, werden wir bis auf weiteres keine Abschiebungen nach Afghanistan durchführen.","As the security situation in Afghanistan does not allow for a safe life, we will not carry out any deportations to Afghanistan until further notice.",201.2,,41320,2017,41320_2017_10848,201.2,1.0
"Außerdem werden wir eine Altfallregelung schaffen, sodass Menschen, die seit mindestens zwei Jahren in Deutschland leben, hier nicht straffällig geworden sind und Arbeit haben oder zur Schule gehen, nicht abgeschoben werden.","We will also create an old-case regulation so that people who have lived in Germany for at least two years, have not committed any criminal offenses here, and have jobs or go to school will not be deported.",602.2,,41320,2017,41320_2017_10849,602.2,1.0
Einwanderung als Chance nutzen – Einwanderung von Fachkräften steuern:,Using immigration as an opportunity - managing immigration of skilled workers:,H,,41320,2017,41320_2017_10850,H,1.0
Wir stehen zum Recht auf Asyl.,We stand by the right to asylum.,201.2,,41320,2017,41320_2017_10851,201.2,1.0
Richtlinie für die Aufnahme von Schutzsuchenden ist und bleibt allein die humanitäre und rechtliche Verantwortung Deutschlands.,The guideline for the reception of protection seekers is and remains Germany's sole humanitarian and legal responsibility.,201.2,,41320,2017,41320_2017_10852,201.2,1.0
"Für Menschen, die bei uns in erster Linie Arbeit suchen, ist das Asylsystem der falsche Weg.","For people who are primarily looking for work in our country, the asylum system is the wrong way to go.",601.2,,41320,2017,41320_2017_10854,601.2,1.0
"Mit einem Einwanderungsgesetz regeln wir transparent und verständlich, wer aus wirtschaftlichen Gründen nach Deutschland einwandern darf.","With an immigration law, we regulate in a transparent and comprehensible way who is allowed to immigrate to Germany for economic reasons.",601.2,,41320,2017,41320_2017_10855,601.2,1.0
Die Einwanderung qualifizierter Fachkräfte richtet sich nach den Interessen unseres Landes.,Immigration of qualified professionals is based on the interests of our country.,601.2,,41320,2017,41320_2017_10856,601.2,1.0
"Wir wollen deshalb ein Einwanderungsgesetz schaffen, mit dem wir den Zuzug qualifizierter Arbeitskräfte nach Deutschland besser steuern können.",We therefore want to create an immigration law that will enable us to better manage the influx of qualified workers to Germany.,602.2,,41320,2017,41320_2017_10860,602.2,1.0
"Es ist wichtig, im weltweiten Wettbewerb um die klügsten und innovativsten Köpfe an der Spitze zu stehen.",It is important to be at the forefront of the global competition for the brightest and most innovative minds.,410,,41320,2017,41320_2017_10861,410,1.0
Wir wollen ein flexibles und an der Nachfrage nach Fachkräften orientiertes Punktesystem nach kanadischem Modell einführen.,We want to introduce a flexible points system based on the Canadian model and geared to the demand for skilled workers.,602.2,,41320,2017,41320_2017_10862,602.2,1.0
"Wer ausreichend fachliche Qualifikationen und ein Jobangebot hat, kann nach Deutschland einwandern.",Those who have sufficient professional qualifications and a job offer can immigrate to Germany.,602.2,,41320,2017,41320_2017_10864,602.2,1.0
"Wie viele qualifizierte Fachkräfte pro Jahr über das Punktesystem in unser Land kommen können, soll flexibel über eine Quote gesteuert werden.",How many qualified specialists can come to our country per year via the points system is to be flexibly controlled via a quota.,601.2,,41320,2017,41320_2017_10866,601.2,1.0
"Sowohl für potenzielle Einwanderinnen und Einwanderer als auch für die Bürgerinnen und Bürger wird so transparent dargestellt, wie Erwerbsmigration in Deutschland geregelt ist.",This provides both potential immigrants and citizens with a transparent overview of how labor migration is regulated in Germany.,601.2,,41320,2017,41320_2017_10869,601.2,1.0
"Zudem wollen wir künftig die Vielzahl bestehender Regelungen und Aufenthaltstitel bündeln, um mehr Übersichtlichkeit und Transparenz im deutschen Einwanderungsrecht zu schaffen.","In addition, we want to bundle the multitude of existing regulations and residence titles in the future in order to create more clarity and transparency in German immigration law.",302,,41320,2017,41320_2017_10870,302,1.0
"Wir prüfen die Möglichkeit, ob ein Wechsel von Asylsuchenden in das arbeitsmarktbezogene Aufenthaltsrecht umsetzbar ist.",We are examining the possibility of implementing a change of asylum seekers to the labor market-related right of residence.,602.2,,41320,2017,41320_2017_10871,602.2,1.0
Wir setzen uns auch für die Ausweitung des Wahlrechts ein – beispielsweise für dauerhaft ansässige Drittstaatsangehörige auf kommunaler Ebene.,"We are also committed to expanding the right to vote - for example, for permanently resident third-country nationals at the municipal level.",202.1,,41320,2017,41320_2017_10901,202.1,1.0
Das zeigt auch der Einsatz vieler tausend freiwilliger Helferinnen und Helfer in der Flüchtlingshilfe.,This is also demonstrated by the commitment of many thousands of volunteers in refugee aid.,606.1,,41320,2017,41320_2017_10913,606.1,1.0
Das gilt auch für geflüchtete Frauen und Mädchen – unabhängig von ihrem Aufenthaltsstatus.,This also applies to refugee women and girls - regardless of their residence status.,201.2,,41320,2017,41320_2017_11005,201.2,1.0
"Bei Bewerbungen kommt es zu unbewussten Diskriminierungen, etwa aufgrund des Geschlechts, Aussehens, Alters oder eines Migrationshintergrundes.","In job applications, there is unconscious discrimination, for example on the basis of gender, appearance, age or a migration background.",503,,41320,2017,41320_2017_11026,503,1.0
Integration und Teilhabe – die deutsche Einwanderungsgesellschaft gestalten:,Integration and Participation - Shaping the German Immigration Society:,H,,41320,2017,41320_2017_11087,H,1.0
Deutschland ist seit langem ein Einwanderungsland.,Germany has long been a country of immigration.,602.2,,41320,2017,41320_2017_11088,602.2,1.0
"Dabei stellen wir uns einer doppelten Integrationsaufgabe: zum einen der Integration der Menschen, die einwandern oder zu uns fliehen.","In doing so, we face a double integration task: on the one hand, the integration of people who immigrate or flee to us.",607.2,,41320,2017,41320_2017_11090,607.2,1.0
Niemand darf wegen seiner Einwanderungsgeschichte oder seines kulturellen oder religiösen Hintergrundes schlechtere Chancen haben.,No one should have fewer opportunities because of their immigration history or cultural or religious background.,503,,41320,2017,41320_2017_11095,503,1.0
Wir wollen den Anteil von Auszubildenden mit familiären Einwanderungsgeschichten steigern.,We want to increase the proportion of trainees with family histories of immigration.,607.2,,41320,2017,41320_2017_11105,607.2,1.0
Und wir wollen mehr Studierende mit familiären Einwanderungsgeschichten an Universitäten und Fachhochschulen.,And we want more students with family immigration histories at universities and colleges.,607.2,,41320,2017,41320_2017_11106,607.2,1.0
Dazu werden wir sichere Zukunftsperspektiven für ausländische Studierende in Deutschland schaffen.,"To this end, we will create secure future prospects for foreign students in Germany.",607.2,,41320,2017,41320_2017_11107,607.2,1.0
"Wer hier erfolgreich ein Studium abgeschlossen hat, soll ein dauerhaftes Aufenthaltsrecht erhalten.",Those who have successfully completed their studies here are to be granted a permanent right of residence.,607.2,,41320,2017,41320_2017_11108,607.2,1.0
"Sie sollen außerdem grundsätzlich allen Asylbewerberinnen und Asylbewerbern sowie Geduldeten offenstehen, sofern nicht von vornherein klar ist, dass sie nicht in Deutschland bleiben.","They should also be open to all asylum seekers and tolerated persons, unless it is clear from the outset that they will not remain in Germany.",607.2,,41320,2017,41320_2017_11110,607.2,1.0
Wir wollen besonders auch Frauen und Mütter aus Einwanderungsfamilien erreichen.,We also want to reach women and mothers from immigrant families in particular.,607.2,,41320,2017,41320_2017_11113,607.2,1.0
"Wir haben dafür gesorgt, dass Schutzsuchende, die sich in einer dualen Ausbildung befinden, diese unabhängig vom Ausgang ihres Asylverfahrens beenden und sich danach auch auf dem deutschen Arbeitsmarkt bewerben können (3+2-Regelung).",We have ensured that protection seekers who are undergoing dual training can complete it regardless of the outcome of their asylum procedure and can then also apply for a job in the German labor market (3+2 rule).,305.1,,41320,2017,41320_2017_11118,305.1,1.0
In unserem Land haben rund 20 Prozent der Menschen einen Migrationshintergrund.,"In our country, around 20 percent of people have a migration background.",607.1,,41320,2017,41320_2017_11121,607.1,1.0
"Wir wollen, dass sich der Anteil von Menschen mit familiären Einwanderungsgeschichten auch in der Zusammensetzung des öffentlichen Dienstes niederschlägt.",We want the proportion of people with family histories of immigration to be reflected in the composition of the civil service.,607.2,,41320,2017,41320_2017_11122,607.2,1.0
Wir sollen mehr über die Auswirkungen von Ein- und Auswanderungen auf den gesellschaftlichen Wandel erfahren.,We are to learn more about the impact of immigration and emigration on social change.,411,,41320,2017,41320_2017_11125,411,1.0
"Wir haben uns erfolgreich für eine nachhaltige, institutionelle Stärkung der Migrations- und Integrationsforschung und eine bessere Vernetzung der Forschenden eingesetzt und wollen dies noch weiter vorantreiben.","We have successfully campaigned for a sustainable, institutional strengthening of migration and integration research and better networking among researchers, and we intend to push this even further.",411,,41320,2017,41320_2017_11127,411,1.0
Wir setzen uns weiterhin für die Akzeptanz von Mehrstaatigkeit für in Deutschland geborene Kinder ausländischer Eltern sowie bei Einbürgerungen ein.,We continue to advocate the acceptance of multiple citizenship for children born in Germany to foreign parents and for naturalizations.,607.2,,41320,2017,41320_2017_11129,607.2,1.0
Für in Deutschland geborene Kinder ausländischer Eltern haben wir die Optionspflicht abgeschafft.,We have abolished the option obligation for children born in Germany to foreign parents.,305.1,,41320,2017,41320_2017_11130,305.1,1.0
Wir stehen weiterhin zu dem Prinzip der Mehrstaatigkeit.,We continue to stand by the principle of multiple nationality.,607.2,,41320,2017,41320_2017_11131,607.2,1.0
"Gilt dieses Prinzip in der Einbürgerungspraxis in Deutschland, wollen wir durch bilaterale Abkommen mit anderen Staaten die wechselseitige Akzeptanz stärken und prüfen, inwiefern der Vorschlag des Sachverständigenrates Deutscher Stiftungen für Integration und Migration für ein modernes Staatsangehörigkeitsrecht umsetzbar ist.","If this principle applies in naturalization practice in Germany, we want to strengthen mutual acceptance through bilateral agreements with other states and examine the extent to which the proposal of the Expert Council of German Foundations for Integration and Migration for a modern citizenship law can be implemented.",607.2,,41320,2017,41320_2017_11132,607.2,1.0
Migrantische Communities haben einen positiven kulturellen Einfluss – das schätzen wir.,Migrant communities have a positive cultural impact - we appreciate that.,607.2,,41320,2017,41320_2017_11160,607.2,1.0
Vielfalt gehört zum Einwanderungsland Deutschland,Diversity is part of Germany as a country of immigration and,607.2,,41320,2017,41320_2017_11200,607.2,1.0
"Eine besondere Bedeutung kommt hier dem Europäischen Netzwerk Erinnerung und Solidarität und der Stiftung Flucht, Vertreibung, Versöhnung zu.","The European Network Remembrance and Solidarity and the Foundation Flight, Expulsion, Reconciliation are of particular importance here.",502,,41320,2017,41320_2017_11220,502,1.0
Im Zuge der Finanz- und Wirtschaftskrise sowie infolge der Flüchtlingsbewegungen hat das Vertrauen in die EU gelitten.,"In the wake of the financial and economic crisis and as a result of the refugee movements, confidence in the EU has suffered.",108,,41320,2017,41320_2017_11322,108,1.0
"Und wir brauchen ein Europäisches Mobilitätsprogramm, aus dem junge Menschen unterstützt werden können, wenn sie in einem anderen Mitgliedstaat eine Ausbildung oder einen Arbeitsplatz aufnehmen möchten.",And we need a European Mobility Program from which young people can be supported if they want to take up training or a job in another member state.,108,,41320,2017,41320_2017_11363,108,1.0
"Auch muss die europäische Außenpolitik enger mit innenpolitischen Themen verzahnt werden, etwa bei Fragen der Flüchtlings- und Migrationspolitik, der Cyber-Sicherheit, der Handels-, Energie- und Klimapolitik.","European foreign policy must also be more closely dovetailed with domestic issues, for example on refugee and migration policy, cyber security, trade, energy and climate policy.",108,,41320,2017,41320_2017_11418,108,1.0
"Die vier Grundfreiheiten (freier Verkehr von Waren, Personen, Dienstleistungen und Kapital) und der Binnenmarkt sind untrennbar miteinander verbunden.","The four fundamental freedoms (free movement of goods, persons, services and capital) and the internal market are inextricably linked.",108,,41320,2017,41320_2017_11471,108,1.0
"Unsere Politik gründet sich auf der Überzeugung, dass die großen globalen Zukunftsaufgaben – vom Kampf gegen Hunger und Armut über den Klimawandel bis hin zu bewaffneten Konflikten und weltweiten Migrationsbewegungen – nur partnerschaftlich zu bewältigen sind.","Our policy is based on the conviction that the major global challenges of the future - from the fight against hunger and poverty to climate change, armed conflicts and worldwide migration movements - can only be tackled in partnership.",107,,41320,2017,41320_2017_11500,107,1.0
Angesichts zahlreicher Konflikte weltweit und der dramatischen Flüchtlingslage hat Deutschland seine humanitäre Hilfe stark erhöht.,"In view of numerous conflicts around the world and the dramatic refugee situation, Germany has greatly increased its humanitarian aid.",107,,41320,2017,41320_2017_11515,107,1.0
"Die Verwerfungen in Europas direkter Nachbarschaft haben für uns unmittelbare Auswirkungen, nicht zuletzt durch die Migration Richtung Europa.","The upheavals in Europe's immediate neighborhood have immediate implications for us, not least through migration toward Europe.",107,,41320,2017,41320_2017_11636,107,1.0
"Es geht dabei darum, Menschen eine Perspektive zu geben und so nicht zuletzt auch Fluchtursachen einzudämmen.","The aim is to give people a perspective and thus, not least, to curb the causes of flight.",107,,41320,2017,41320_2017_11677,107,1.0
"Wir wollen zudem Möglichkeiten prüfen, wie Rückkehrer ihre in Europa erworbenen Ausbildungen und Qualifikationen in ihren Herkunftsländern entwicklungsfördernd einbringen können.",We also want to examine ways in which returnees can use the training and qualifications they have acquired in Europe to promote development in their countries of origin.,107,,41320,2017,41320_2017_11678,107,1.0
"Deshalb stehen wir zum Ziel, mindestens 0,7 Prozent des Bruttonationaleinkommens für öffentliche Entwicklungszusammenarbeit aufzubringen – und das unabhängig von Ausgaben für in Deutschland aufgenommene Flüchtlinge.",That is why we stand by the goal of spending at least 0.7 percent of gross national income on public development cooperation - and that is independent of spending on refugees admitted to Germany.,107,,41320,2017,41320_2017_11682,107,1.0
"Wir sehen, dass Kriege und schlechte Lebensbedingungen Millionen von Menschen weltweit in Bewegung setzen – viele von ihnen wollen zu uns kommen.",We see that wars and poor living conditions are moving millions of people around the world - many of whom want to come to us.,000,,41420,2017,41420_2017_11782,000,1.0
"Die starke Einwanderung nach Deutschland ist ein Anlass, endlich für ein vernünftiges Einwanderungsrecht",The strong immigration to Germany is an occasion to finally provide for a reasonable immigration law,602.2,,41420,2017,41420_2017_11803,602.2,1.0
Wir wollen Menschen unterschiedlicher Herkunft und mit unterschiedlichen Anlagen (Menschen mit körperlicher und geistiger Behinderung und Menschen mit Migrationshintergrund) bei Sport und Spiel zueinander finden lassen.,We want to let people from different backgrounds and with different facilities (people with physical and mental disabilities and people with a migration background) find each other in sports and games.,503,,41420,2017,41420_2017_12019,503,1.0
Teilnahmerecht von Flüchtlingen am Unterricht,Refugees' right to participate in classes,H,,41420,2017,41420_2017_12048,H,1.0
Wir Freie Demokraten fordern ein sofortiges Teilnahmerecht für Flüchtlinge am Unterricht.,We Free Democrats demand an immediate right for refugees to participate in classes.,607.2,,41420,2017,41420_2017_12049,607.2,1.0
In anderen Ländern haben Flüchtlingskinder dagegen erst beim Verlassen der Erstaufnahmeeinrichtungen ein Recht auf Unterrichtsbesuch.,"In other countries, however, refugee children do not have the right to attend classes until they leave the initial reception facilities.",607.2,,41420,2017,41420_2017_12051,607.2,1.0
Wir sprechen uns mit Nachdruck für eine freie Fluktuation von Kunstwerken und eine größtmögliche internationale Mobilität von Künstlerinnen und Künstlern aus.,We strongly advocate a free turnover of artworks and the greatest possible international mobility of artists.,401,,41420,2017,41420_2017_12409,401,1.0
Vernünftiges Einwanderungsrecht,Sensible immigration law,H,,41420,2017,41420_2017_12707,H,1.0
"Als alternde Gesellschaft sind wir darauf angewiesen, dass qualifizierte und fleißige Menschen aus anderen Teilen der Welt zu uns kommen.","As an aging society, we rely on skilled and hardworking people coming to us from other parts of the world.",602.2,,41420,2017,41420_2017_12710,602.2,1.0
Klare Regeln durch ein Einwanderungsgesetz,Clear rules through an immigration law,H,,41420,2017,41420_2017_12713,H,1.0
"Wir Freie Demokraten wollen ein geordnetes Einwanderungsrecht schaffen, das nach Möglichkeit in einem Einwanderungsgesetzbuch zusammengefasst wird.","We Free Democrats want to create an orderly immigration law that, if possible, is summarized in an immigration code.",602.2,,41420,2017,41420_2017_12714,602.2,1.0
"Dabei muss zwischen individuell politisch Verfolgten, Kriegsflüchtlingen und dauerhaften Einwanderern klar unterschieden werden.","A clear distinction must be made between individual political persecutees, war refugees and permanent immigrants.",602.2,,41420,2017,41420_2017_12715,602.2,1.0
Das Grundrecht auf Asyl für individuell politisch Verfolgte ist für uns unantastbar.,The fundamental right to asylum for individual political persecutees is inviolable for us.,201.2,,41420,2017,41420_2017_12716,201.2,1.0
"Für Kriegsflüchtlinge wollen wir einen eigenen Status schaffen, einen vorübergehenden humanitären Schutz, der auf die Dauer des Krieges begrenzt ist.","We want to create a separate status for war refugees, a temporary humanitarian protection limited to the duration of the war.",201.2,,41420,2017,41420_2017_12717,201.2,1.0
Nach Identitätsfeststellung soll dieser Status unkompliziert verliehen und damit das Asylsystem massiv entlastet werden.,"This status is to be granted in a straightforward manner once the person's identity has been established, thereby massively reducing the burden on the asylum system.",201.2,,41420,2017,41420_2017_12718,201.2,1.0
Kriegsflüchtlinge sollen dabei nach Beendigung des Krieges in der Regel in ihr Heimatland zurückkehren.,"As a rule, war refugees are supposed to return to their home country after the war has ended.",201.2,,41420,2017,41420_2017_12719,201.2,1.0
