text,text_en,cmp_code,eu_code,party_id,year,sentence_id,cmp_code_clean,gpt_migration,predicted_label
The EU member states have a shared responsibility for the causes of flight and displacement; it is therefore essential that the EU fulfills its humanitarian and international legal obligations and ensures that the rights of those seeking protection are not undermined.,The EU member states have a shared responsibility for the causes of flight and displacement; it is therefore essential that the EU fulfills its humanitarian and international legal obligations and ensures that the rights of those seeking protection are not undermined.,201.2,,41912,2025,41912_2025_24088,201.2,1,humanitarian
The control of the EU's external borders is a necessary measure that goes far beyond the issue of migration.,The control of the EU's external borders is a necessary measure that goes far beyond the issue of migration.,104,,41912,2025,41912_2025_24089,104,1,security
Effective border management enables us to keep an overview of who is entering the Schengen area.,Effective border management enables us to keep an overview of who is entering the Schengen area.,605.1,,41912,2025,41912_2025_24092,605.1,1,security
and respects the dignity and rights of all asylum seekers.,and respects the dignity and rights of all asylum seekers.,201.2,,41912,2025,41912_2025_24096,201.2,1,humanitarian
This is the only way to ensure a fair and effective asylum procedure that meets the challenges of migration.,This is the only way to ensure a fair and effective asylum procedure that meets the challenges of migration.,201.2,,41912,2025,41912_2025_24097,201.2,1,humanitarian
We want to find a common solution for refugees at European Union level that is supported by all member states.,We want to find a common solution for refugees at European Union level that is supported by all member states.,108,,41912,2025,41912_2025_24098,108,1,humanitarian
This includes a fair distribution of refugees among all EU member states.,This includes a fair distribution of refugees among all EU member states.,108,,41912,2025,41912_2025_24099,108,1,humanitarian
Going it alone at national level and closing internal borders is not a solution and jeopardizes the cohesion of the EU.,Going it alone at national level and closing internal borders is not a solution and jeopardizes the cohesion of the EU.,108,,41912,2025,41912_2025_24100,108,1,security
We do not want the right to asylum to be undermined.,We do not want the right to asylum to be undermined.,201.2,,41912,2025,41912_2025_24101,201.2,1,humanitarian
Asylum procedures at the EU's external borders and in EU member states must be fair and transparent and comply with human rights standards.,Asylum procedures at the EU's external borders and in EU member states must be fair and transparent and comply with human rights standards.,201.2,,41912,2025,41912_2025_24102,201.2,1,humanitarian
This includes the processing of asylum applications within a reasonable period of time and compliance with humanitarian standards.,This includes the processing of asylum applications within a reasonable period of time and compliance with humanitarian standards.,201.2,,41912,2025,41912_2025_24103,201.2,1,humanitarian
Fast processing of asylum applications must not lead to restrictions on legal protection.,Fast processing of asylum applications must not lead to restrictions on legal protection.,201.2,,41912,2025,41912_2025_24104,201.2,1,humanitarian
We do not want asylum procedures for so-called safe countries of origin to be shortened across the board.,We do not want asylum procedures for so-called safe countries of origin to be shortened across the board.,201.2,,41912,2025,41912_2025_24105,201.2,1,humanitarian
The individual right to asylum must not be undermined.,The individual right to asylum must not be undermined.,201.2,,41912,2025,41912_2025_24106,201.2,1,humanitarian
We want particularly vulnerable groups such as families with children to be exempt from EU border procedures.,We want particularly vulnerable groups such as families with children to be exempt from EU border procedures.,201.2,,41912,2025,41912_2025_24107,201.2,1,humanitarian
We want illegal pushbacks to be stopped immediately.,We want illegal pushbacks to be stopped immediately.,201.2,,41912,2025,41912_2025_24108,201.2,1,security
Illegal pushbacks violate international law and must not be accepted.,Illegal pushbacks violate international law and must not be accepted.,201.2,,41912,2025,41912_2025_24109,201.2,1,humanitarian
"Local authorities bear the main burden of receiving and caring for refugees, but many of our municipalities are reaching their limits.","Local authorities bear the main burden of receiving and caring for refugees, but many of our municipalities are reaching their limits.",301,,41912,2025,41912_2025_24112,301,1,economic
Supporting local authorities in the accommodation and integration of refugees is therefore of central importance in order to meet the challenges of the current refugee situation.,Supporting local authorities in the accommodation and integration of refugees is therefore of central importance in order to meet the challenges of the current refugee situation.,607.2,,41912,2025,41912_2025_24114,607.2,1,cultural
"Only through a solidary and coordinated effort by the federal, state and local governments can we ensure that the positive attitude of the population is maintained and that refugees receive the support they need.","Only through a solidary and coordinated effort by the federal, state and local governments can we ensure that the positive attitude of the population is maintained and that refugees receive the support they need.",607.1,,41912,2025,41912_2025_24117,607.1,1,cultural
We want the federal government to adequately fund the refugee work of the federal states and local authorities.,We want the federal government to adequately fund the refugee work of the federal states and local authorities.,301,,41912,2025,41912_2025_24118,301,1,economic
Local authorities must not be left alone in the reception and integration of refugees.,Local authorities must not be left alone in the reception and integration of refugees.,301,,41912,2025,41912_2025_24119,301,1,cultural
We want the federal government to do much more to support local authorities in taking in refugees.,We want the federal government to do much more to support local authorities in taking in refugees.,301,,41912,2025,41912_2025_24120,301,1,humanitarian
"We see the reception of refugees and the integration of people as a joint task for the federal government, federal states and local authorities.","We see the reception of refugees and the integration of people as a joint task for the federal government, federal states and local authorities.",607.2,,41912,2025,41912_2025_24121,607.2,1,cultural
"Due to the current lack of housing, refugees cannot move out of refugee accommodation, so no new capacity is freed up.","Due to the current lack of housing, refugees cannot move out of refugee accommodation, so no new capacity is freed up.",607.2,,41912,2025,41912_2025_24123,607.2,1,humanitarian
We want the federal government to make vacant federal properties available to accommodate refugees if these properties are suitable for accommodating refugees.,We want the federal government to make vacant federal properties available to accommodate refugees if these properties are suitable for accommodating refugees.,607.2,,41912,2025,41912_2025_24124,607.2,1,economic
We want the federal government to expand cooperation with safe countries of origin in order to increase the voluntary return of refugees.,We want the federal government to expand cooperation with safe countries of origin in order to increase the voluntary return of refugees.,601.2,,41912,2025,41912_2025_24125,601.2,1,security
"Supporting refugees, promoting integration into the labor market","Supporting refugees, promoting integration into the labor market",H,,41912,2025,41912_2025_24126,H,1,economic
Supporting refugees and promoting their integration are key tasks for politics and society.,Supporting refugees and promoting their integration are key tasks for politics and society.,607.2,,41912,2025,41912_2025_24127,607.2,1,cultural
"Our policy is based on the realization that migration is not only a challenge, but also an opportunity for our society.","Our policy is based on the realization that migration is not only a challenge, but also an opportunity for our society.",602.2,,41912,2025,41912_2025_24128,602.2,1,cultural
"Immigrants make a valuable contribution to strengthening our economy and society, especially in times of a shortage of skilled workers and a general shortage of labor.","Immigrants make a valuable contribution to strengthening our economy and society, especially in times of a shortage of skilled workers and a general shortage of labor.",602.2,,41912,2025,41912_2025_24129,602.2,1,economic
Our aim is to break down barriers and pave the way for refugees to lead a self-determined life.,Our aim is to break down barriers and pave the way for refugees to lead a self-determined life.,607.2,,41912,2025,41912_2025_24132,607.2,1,cultural
"We want job placement and integration of refugees into the labor market to be as unbureaucratic as possible, e.g. by offering more internships.","We want job placement and integration of refugees into the labor market to be as unbureaucratic as possible, e.g. by offering more internships.",607.2,,41912,2025,41912_2025_24133,607.2,1,economic
"We want to ensure free access to educational opportunities for all age groups; in particular, refugees must be offered language courses much more quickly.","We want to ensure free access to educational opportunities for all age groups; in particular, refugees must be offered language courses much more quickly.",607.2,,41912,2025,41912_2025_24137,607.2,1,cultural
"Migration social counseling, help from trauma educators and psychological help for adults, children and young people must be accessible to everyone and need a long-term perspective through institutional funding from the federal government.","Migration social counseling, help from trauma educators and psychological help for adults, children and young people must be accessible to everyone and need a long-term perspective through institutional funding from the federal government.",504,,41912,2025,41912_2025_24140,504,1,humanitarian
We want the federal government to provide local authorities with the financial resources they need to guarantee asylum seekers a decent housing situation that promotes integration.,We want the federal government to provide local authorities with the financial resources they need to guarantee asylum seekers a decent housing situation that promotes integration.,607.2,,41912,2025,41912_2025_24142,607.2,1,economic
This also requires good socio-educational support for refugees.,This also requires good socio-educational support for refugees.,607.2,,41912,2025,41912_2025_24143,607.2,1,cultural
We want greater permeability for asylum seekers who have developed professional and social prospects of staying.,We want greater permeability for asylum seekers who have developed professional and social prospects of staying.,602.2,,41912,2025,41912_2025_24145,602.2,1,economic
People who have settled in well and are making a contribution to society must not simply be deported.,People who have settled in well and are making a contribution to society must not simply be deported.,602.2,,41912,2025,41912_2025_24146,602.2,1,cultural
"If an asylum application has been legally rejected, those affected should only be returned if a safe, non-violent existence is possible in their home country.","If an asylum application has been legally rejected, those affected should only be returned if a safe, non-violent existence is possible in their home country.",201.2,,41912,2025,41912_2025_24147,201.2,1,humanitarian
"Voluntary return must always have priority; in particular, there must be no detention pending deportation.","Voluntary return must always have priority; in particular, there must be no detention pending deportation.",201.2,,41912,2025,41912_2025_24149,201.2,1,humanitarian
"In order to promote the integration of migrants, they must also have the opportunity to participate in political decision-making.","In order to promote the integration of migrants, they must also have the opportunity to participate in political decision-making.",607.2,,41912,2025,41912_2025_24151,607.2,1,cultural
We want the needs-based expansion and continuous promotion of federally funded free German lessons for refugees.,We want the needs-based expansion and continuous promotion of federally funded free German lessons for refugees.,607.2,,41912,2025,41912_2025_24152,607.2,1,cultural
We want to abolish the payment card for refugees.,We want to abolish the payment card for refugees.,607.2,,41912,2025,41912_2025_24154,607.2,1,humanitarian
Refugees must be allowed to make their own decisions about their expenses.,Refugees must be allowed to make their own decisions about their expenses.,607.2,,41912,2025,41912_2025_24155,607.2,1,humanitarian
"Children, young people and women, who often seek refuge in the most difficult conditions, need our special attention and support.","Children, young people and women, who often seek refuge in the most difficult conditions, need our special attention and support.",201.2,,41912,2025,41912_2025_24158,201.2,1,humanitarian
We want to enable unaccompanied minors to be joined by their family members.,We want to enable unaccompanied minors to be joined by their family members.,602.2,,41912,2025,41912_2025_24163,602.2,1,humanitarian
There must also be opportunities for refugees with learning difficulties.,There must also be opportunities for refugees with learning difficulties.,607.2,,41912,2025,41912_2025_24166,607.2,1,cultural
"We want to strengthen the ability of refugee women to integrate by providing specific counselling and psychological treatment options, as they often experience traumatizing experiences during their flight.","We want to strengthen the ability of refugee women to integrate by providing specific counselling and psychological treatment options, as they often experience traumatizing experiences during their flight.",607.2,,41912,2025,41912_2025_24167,607.2,1,humanitarian
"We want to create the conditions for third-country nationals to have the right to vote in federal, state and local elections.","We want to create the conditions for third-country nationals to have the right to vote in federal, state and local elections.",202.1,,41912,2025,41912_2025_24201,202.1,1,cultural
"Through modern immigration law,","Through modern immigration law,",607.0,,41420,2013,41420_2013_24531,607,1,security
- the fundamental admission of dual citizenship,- the fundamental admission of dual citizenship,607.0,,41420,2013,41420_2013_24532,607,1,cultural
- to a modern immigration law.,- to a modern immigration law.,607.0,,41420,2013,41420_2013_24849,607,1,security
We want to create the possibilities that in a republic of free citizens everyone can go their own way and overcome borders.,We want to create the possibilities that in a republic of free citizens everyone can go their own way and overcome borders.,201.0,,41420,2013,41420_2013_25233,201,1,cultural
"- as well as attract more international students, lecturers and researchers, and tap the hitherto often untapped potential of multilingualism among people with an immigrant background.","- as well as attract more international students, lecturers and researchers, and tap the hitherto often untapped potential of multilingualism among people with an immigrant background.",607.0,,41420,2013,41420_2013_25370,607,1,cultural
- We want immigration law that gives skilled workers a chance in the labor market.,- We want immigration law that gives skilled workers a chance in the labor market.,411.0,,41420,2013,41420_2013_25507,411,1,economic
"- Germany must be open to talented people from all over the world, establish a welcoming culture and actively and specifically recruit bright minds.","- Germany must be open to talented people from all over the world, establish a welcoming culture and actively and specifically recruit bright minds.",607.0,,41420,2013,41420_2013_25508,607,1,economic
- We want to continue the liberalization of immigration of skilled workers and the introduction of modern immigration law.,- We want to continue the liberalization of immigration of skilled workers and the introduction of modern immigration law.,411.0,,41420,2013,41420_2013_25509,411,1,economic
- and the controlled immigration of people from abroad who would like to work in the healthcare sector in Germany.,- and the controlled immigration of people from abroad who would like to work in the healthcare sector in Germany.,705.0,,41420,2013,41420_2013_25676,705,1,economic
"- In order to prevent abuse, members of a community of responsibility are not entitled to refuse to testify or to family reunification under aliens law.","- In order to prevent abuse, members of a community of responsibility are not entitled to refuse to testify or to family reunification under aliens law.",0.0,,41420,2013,41420_2013_25820,0,1,humanitarian
"Immigration and integration in a diverse, open Germany","Immigration and integration in a diverse, open Germany",,,41420,2013,41420_2013_25981,,1,cultural
Millions of people with a migration background live in our country.,Millions of people with a migration background live in our country.,607.0,,41420,2013,41420_2013_25987,607,1,cultural
"That is why we have made it easier to immigrate to Germany and improved the recognition of foreign educational qualifications, so that bright minds can find their way to Germany more easily.","That is why we have made it easier to immigrate to Germany and improved the recognition of foreign educational qualifications, so that bright minds can find their way to Germany more easily.",607.0,,41420,2013,41420_2013_26007,607,1,cultural
- Germany is a country of immigration.,- Germany is a country of immigration.,601.0,,41420,2013,41420_2013_26013,601,1,cultural
"- In the past, immigrants have helped shape the economic miracle and enriched our society.","- In the past, immigrants have helped shape the economic miracle and enriched our society.",705.0,,41420,2013,41420_2013_26015,705,1,cultural
- The integration courses are also to be extended to tolerated persons and asylum seekers.,- The integration courses are also to be extended to tolerated persons and asylum seekers.,705.0,,41420,2013,41420_2013_26019,705,1,humanitarian
- We want immigration law that gives skilled workers a chance on the labor market.,- We want immigration law that gives skilled workers a chance on the labor market.,607.0,,41420,2013,41420_2013_26022,607,1,economic
"- Germany should be open to talented people from all over the world, establish a welcoming culture and actively and concretely woo bright minds.","- Germany should be open to talented people from all over the world, establish a welcoming culture and actively and concretely woo bright minds.",607.0,,41420,2013,41420_2013_26023,607,1,economic
- We want to continue the liberalization of immigration of skilled workers and the introduction of modern immigration law.,- We want to continue the liberalization of immigration of skilled workers and the introduction of modern immigration law.,607.0,,41420,2013,41420_2013_26024,607,1,economic
"- To this end, we are striving to further develop the work search visa into a clear and complete points system based on the model of Canada and Australia.","- To this end, we are striving to further develop the work search visa into a clear and complete points system based on the model of Canada and Australia.",607.0,,41420,2013,41420_2013_26025,607,1,economic
"- Along the way, we also want to further lower the existing salary limits for immigration and reduce initial language barriers.","- Along the way, we also want to further lower the existing salary limits for immigration and reduce initial language barriers.",607.0,,41420,2013,41420_2013_26026,607,1,economic
"- To this end, English is to be promoted and established as a supplementary language of communication and work in areas of public administration relevant to targeted immigration, independently of the medium- to long-term promotion of German as a foreign language.","- To this end, English is to be promoted and established as a supplementary language of communication and work in areas of public administration relevant to targeted immigration, independently of the medium- to long-term promotion of German as a foreign language.",607.0,,41420,2013,41420_2013_26027,607,1,cultural
"- In addition, the work permit requirement is to be waived for legal residents.","- In addition, the work permit requirement is to be waived for legal residents.",607.0,,41420,2013,41420_2013_26028,607,1,economic
"- Analogous to the regulation for students who come to Germany to study, trainees from third countries who want to complete an apprenticeship in Germany should also receive a residence title.","- Analogous to the regulation for students who come to Germany to study, trainees from third countries who want to complete an apprenticeship in Germany should also receive a residence title.",607.0,,41420,2013,41420_2013_26029,607,1,economic
- We want the possibility of accelerated naturalization after four years and the fundamental admission of dual citizenship. -,- We want the possibility of accelerated naturalization after four years and the fundamental admission of dual citizenship. -,607.0,,41420,2013,41420_2013_26033,607,1,cultural
"- therefore, with a legal minimum stay of five years, we advocate the introduction of a municipal right to vote for foreigners.","- therefore, with a legal minimum stay of five years, we advocate the introduction of a municipal right to vote for foreigners.",607.0,,41420,2013,41420_2013_26035,607,1,cultural
- We want to recruit qualified personnel with an immigrant background for the public sector.,- We want to recruit qualified personnel with an immigrant background for the public sector.,503.0,,41420,2013,41420_2013_26037,503,1,economic
- It took a long time for our society to realize that Germany is a country of immigration.,- It took a long time for our society to realize that Germany is a country of immigration.,607.0,,41420,2013,41420_2013_26050,607,1,cultural
- It was too late that a genuine offer was made to the new fellow citizens and an open integration policy was pursued.,- It was too late that a genuine offer was made to the new fellow citizens and an open integration policy was pursued.,607.0,,41420,2013,41420_2013_26051,607,1,cultural
"- Here we are particularly called upon to help those migrants, some of whom have been in the country for decades, along in the integration process and not to give them up.","- Here we are particularly called upon to help those migrants, some of whom have been in the country for decades, along in the integration process and not to give them up.",503.0,,41420,2013,41420_2013_26053,503,1,cultural
- We advocate that visa issuance be handled more generously and flexibly.,- We advocate that visa issuance be handled more generously and flexibly.,607.0,,41420,2013,41420_2013_26065,607,1,security
"- Foreigners' authorities and embassies should also not see themselves as defensive authorities, but rather act as Germany's figureheads.","- Foreigners' authorities and embassies should also not see themselves as defensive authorities, but rather act as Germany's figureheads.",107.0,,41420,2013,41420_2013_26066,107,1,security
- Germany has supported efforts to improve refugee protection at the international level over the past decades and is one of UNHCR's ten main donor countries.,- Germany has supported efforts to improve refugee protection at the international level over the past decades and is one of UNHCR's ten main donor countries.,201.0,,41420,2013,41420_2013_26070,201,1,humanitarian
- We are committed to continuing UNHCR's resettlement program beyond 2014.,- We are committed to continuing UNHCR's resettlement program beyond 2014.,705.0,,41420,2013,41420_2013_26071,705,1,humanitarian
- Asylum seekers should be allowed to work from the first day of their legal stay.,- Asylum seekers should be allowed to work from the first day of their legal stay.,201.0,,41420,2013,41420_2013_26073,201,1,humanitarian
- We have created a right of residence for young people and adolescents that is independent of the cut-off date and from which their parents can also benefit.,- We have created a right of residence for young people and adolescents that is independent of the cut-off date and from which their parents can also benefit.,705.0,,41420,2013,41420_2013_26076,705,1,humanitarian
"- Now, in coordination with the federal states, a general solution must be found for the many thousands of people who have already been living in Germany for years and are likely to remain here because there is no foreseeable lifting of their toleration.","- Now, in coordination with the federal states, a general solution must be found for the many thousands of people who have already been living in Germany for years and are likely to remain here because there is no foreseeable lifting of their toleration.",705.0,,41420,2013,41420_2013_26077,705,1,humanitarian
"- We reject the idea of further data retention, such as the storage of airline passenger data without any reason or the comprehensive recording of all border crossings in Europe.","- We reject the idea of further data retention, such as the storage of airline passenger data without any reason or the comprehensive recording of all border crossings in Europe.",201.0,,41420,2013,41420_2013_26223,201,1,security
- We want municipal voting rights for third-country nationals.,- We want municipal voting rights for third-country nationals.,202.0,,41420,2013,41420_2013_26355,202,1,cultural
- We therefore want to cap the amount in dispute for injunctive relief or removal for a one-time infringement in the non-commercial sector at 1000 euros.,- We therefore want to cap the amount in dispute for injunctive relief or removal for a one-time infringement in the non-commercial sector at 1000 euros.,403.0,,41420,2013,41420_2013_26513,403,1,humanitarian
- We Liberals are therefore vehemently opposed to giving national governments a blank check to reintroduce border controls.,- We Liberals are therefore vehemently opposed to giving national governments a blank check to reintroduce border controls.,108.0,,41420,2013,41420_2013_27046,108,1,security
- This should also be expressed in a modern liberal visa policy.,- This should also be expressed in a modern liberal visa policy.,107.0,,41420,2013,41420_2013_27258,107,1,security
"- We are committed to visa-free travel with Russia, Turkey and the EU's eastern and southern neighbors as soon as they meet the necessary requirements.","- We are committed to visa-free travel with Russia, Turkey and the EU's eastern and southern neighbors as soon as they meet the necessary requirements.",107.0,,41420,2013,41420_2013_27259,107,1,security
- Liberal visa policy in a world that is moving closer together must shape proximity and not manage separation.,- Liberal visa policy in a world that is moving closer together must shape proximity and not manage separation.,107.0,,41420,2013,41420_2013_27260,107,1,humanitarian
"- Particularly in view of our demographic challenges, we are dependent on motivated highly qualified people from other countries.","- Particularly in view of our demographic challenges, we are dependent on motivated highly qualified people from other countries.",411.0,,41420,2013,41420_2013_27273,411,1,economic
Asylum seekers who face appropriate penalties in their home countries will no longer be deported.,Asylum seekers who face appropriate penalties in their home countries will no longer be deported.,201.0,,41420,2013,41420_2013_27294,201,1,humanitarian
- We therefore advocate a Europe-wide humane regulation of the fundamental right to asylum and a European distribution key for asylum seekers and recognized refugees - similar to the Königstein Key in Germany.,- We therefore advocate a Europe-wide humane regulation of the fundamental right to asylum and a European distribution key for asylum seekers and recognized refugees - similar to the Königstein Key in Germany.,201.0,,41420,2013,41420_2013_27347,201,1,humanitarian
- We want to lead the way in Germany and abolish the work permit requirement for asylum seekers as well as the residence requirement for refugees.,- We want to lead the way in Germany and abolish the work permit requirement for asylum seekers as well as the residence requirement for refugees.,201.0,,41420,2013,41420_2013_27349,201,1,humanitarian
- Unaccompanied minor refugees should not be considered to be of legal age until they are 18.,- Unaccompanied minor refugees should not be considered to be of legal age until they are 18.,706.0,,41420,2013,41420_2013_27350,706,1,humanitarian
"- When refugees are admitted, their plight and need are the decisive factors, not their religious affiliation.","- When refugees are admitted, their plight and need are the decisive factors, not their religious affiliation.",705.0,,41420,2013,41420_2013_27352,705,1,humanitarian
- We urge that there be clear and common provisions on safe third countries for the repatriation of rejected applicants to other EU countries.,- We urge that there be clear and common provisions on safe third countries for the repatriation of rejected applicants to other EU countries.,705.0,,41420,2013,41420_2013_27353,705,1,humanitarian
"- We want to take greater account of the best interests of the child for unaccompanied minor refugees and revise legal regulations to this end, for example the provisions on entry and family reunification.","- We want to take greater account of the best interests of the child for unaccompanied minor refugees and revise legal regulations to this end, for example the provisions on entry and family reunification.",705.0,,41420,2013,41420_2013_27357,705,1,humanitarian
- quickly and thoroughly review the situation of people without residence status in the area of health and fair pay.,- quickly and thoroughly review the situation of people without residence status in the area of health and fair pay.,503.0,,41420,2013,41420_2013_27361,503,1,humanitarian
"We want more cohesion in our society: young and old, women and men, Germans and non-Germans, healthy and sick, people with and without disabilities.","We want more cohesion in our society: young and old, women and men, Germans and non-Germans, healthy and sick, people with and without disabilities.",606.0,,41320,2013,41320_2013_27576,606,1,cultural
"To this end, we will expand the opportunities for older people, people returning to work, migrants and the long-term unemployed to work by continuing the integration subsidy for older people,","To this end, we will expand the opportunities for older people, people returning to work, migrants and the long-term unemployed to work by continuing the integration subsidy for older people,",706.0,,41320,2013,41320_2013_28249,706,1,economic
"Better, individual support for students with an immigrant background is also a key prerequisite for equal educational opportunities.","Better, individual support for students with an immigrant background is also a key prerequisite for equal educational opportunities.",503.0,,41320,2013,41320_2013_28603,503,1,cultural
"Together with the federal states, we therefore want to further develop the foreigners authorities into welcome authorities, into contact and guidance centers for integration and naturalization.","Together with the federal states, we therefore want to further develop the foreigners authorities into welcome authorities, into contact and guidance centers for integration and naturalization.",303.0,,41320,2013,41320_2013_28982,303,1,cultural
That is why local authorities must not be left alone to deal with the challenges of immigration and integration.,That is why local authorities must not be left alone to deal with the challenges of immigration and integration.,301.0,,41320,2013,41320_2013_28995,301,1,cultural
"At the municipal level, we want to reinforce local alliances for participation and social cohesion with the involvement of migrant organizations.","At the municipal level, we want to reinforce local alliances for participation and social cohesion with the involvement of migrant organizations.",606.0,,41320,2013,41320_2013_28999,606,1,cultural
We want to enable those who have immigrated to Germany to participate more.,We want to enable those who have immigrated to Germany to participate more.,705.0,,41320,2013,41320_2013_29000,705,1,cultural
"Germany is a country of immigration and thrives on its diversity, the commitment and ideas of people from very different backgrounds.","Germany is a country of immigration and thrives on its diversity, the commitment and ideas of people from very different backgrounds.",607.0,,41320,2013,41320_2013_29001,607,1,cultural
Now we need to take the next step and become a naturalization country.,Now we need to take the next step and become a naturalization country.,607.0,,41320,2013,41320_2013_29002,607,1,cultural
"Therefore, we want to accept dual citizenship of citizens.","Therefore, we want to accept dual citizenship of citizens.",607.0,,41320,2013,41320_2013_29004,607,1,cultural
"What we need is a citizenship law that reflects our increasingly diverse society,","What we need is a citizenship law that reflects our increasingly diverse society,",607.0,,41320,2013,41320_2013_29005,607,1,cultural
Girls and boys born here should receive and retain German citizenship.,Girls and boys born here should receive and retain German citizenship.,607.0,,41320,2013,41320_2013_29009,607,1,cultural
"We will abolish the option obligation, which forces young people to choose a nationality when they reach the age of majority, and accept dual citizenship for citizens overall.","We will abolish the option obligation, which forces young people to choose a nationality when they reach the age of majority, and accept dual citizenship for citizens overall.",607.0,,41320,2013,41320_2013_29010,607,1,cultural
We want to enable foreign students who obtain a university degree or a comparable qualification (e.g. master craftsman's examination) in Germany to work in Germany without restrictions.,We want to enable foreign students who obtain a university degree or a comparable qualification (e.g. master craftsman's examination) in Germany to work in Germany without restrictions.,705.0,,41320,2013,41320_2013_29012,705,1,economic
"Cohesion in the cities is endangered if people who come from non-EU countries remain excluded from the right to vote in municipal elections, as has been the case up to now.","Cohesion in the cities is endangered if people who come from non-EU countries remain excluded from the right to vote in municipal elections, as has been the case up to now.",705.0,,41320,2013,41320_2013_29013,705,1,cultural
We will strive to achieve a constitutional amendment majority in the Bundestag so that every woman and man can claim the right to vote in local elections after five years of legal residence.,We will strive to achieve a constitutional amendment majority in the Bundestag so that every woman and man can claim the right to vote in local elections after five years of legal residence.,705.0,,41320,2013,41320_2013_29014,705,1,cultural
That is why we want to further open up the public sector to people with an immigrant background and significantly increase their share of the total workforce.,That is why we want to further open up the public sector to people with an immigrant background and significantly increase their share of the total workforce.,503.0,,41320,2013,41320_2013_29019,503,1,cultural
For a humane refugee policy.,For a humane refugee policy.,,,41320,2013,41320_2013_29022,,1,humanitarian
The SPD stands for a humane refugee policy.,The SPD stands for a humane refugee policy.,201.0,,41320,2013,41320_2013_29023,201,1,humanitarian
"The causes of flight - persecution, war and civil war, discrimination and poverty in the countries of origin - must be combated in order to open up prospects for people in their home countries.","The causes of flight - persecution, war and civil war, discrimination and poverty in the countries of origin - must be combated in order to open up prospects for people in their home countries.",107.0,,41320,2013,41320_2013_29024,107,1,humanitarian
"In accordance with the UN Convention on the Rights of the Child, we will quickly ensure that all children are finally treated as children in German refugee law.","In accordance with the UN Convention on the Rights of the Child, we will quickly ensure that all children are finally treated as children in German refugee law.",705.0,,41320,2013,41320_2013_29027,705,1,humanitarian
"We want to abolish the so-called residence obligation for asylum seekers and tolerated persons and, in order to distribute costs fairly among the states and the municipalities, limit it to a residence requirement that","We want to abolish the so-called residence obligation for asylum seekers and tolerated persons and, in order to distribute costs fairly among the states and the municipalities, limit it to a residence requirement that",201.0,,41320,2013,41320_2013_29028,201,1,humanitarian
"We also want to enable asylum seekers and tolerated persons to take part in integration courses in the future, subject to the availability of course places.","We also want to enable asylum seekers and tolerated persons to take part in integration courses in the future, subject to the availability of course places.",608.0,,41320,2013,41320_2013_29032,608,1,cultural
We will reform benefits for asylum seekers in line with the requirements of the Federal Constitutional Court,We will reform benefits for asylum seekers in line with the requirements of the Federal Constitutional Court,504.0,,41320,2013,41320_2013_29033,504,1,humanitarian
"In order to give tolerated people living in Germany for a long time a perspective, we want to create a more far-reaching right to stay regulation:","In order to give tolerated people living in Germany for a long time a perspective, we want to create a more far-reaching right to stay regulation:",705.0,,41320,2013,41320_2013_29035,705,1,cultural
"We will amend the Residence Act so that young people and adolescents who have so far been obliged to leave the country after successfully completing their schooling, as well as other persons who have been obliged to leave the country, will be granted a right to stay irrespective of the cut-off date in cases of sustainable integration.","We will amend the Residence Act so that young people and adolescents who have so far been obliged to leave the country after successfully completing their schooling, as well as other persons who have been obliged to leave the country, will be granted a right to stay irrespective of the cut-off date in cases of sustainable integration.",607.0,,41320,2013,41320_2013_29036,607,1,humanitarian
"We will advance a refugee policy in the EU that complies with human rights,","We will advance a refugee policy in the EU that complies with human rights,",201.0,,41320,2013,41320_2013_29037,201,1,humanitarian
"Together with the UNHCR, we will expand and consolidate a nationwide resettlement program for contingent refugees.","Together with the UNHCR, we will expand and consolidate a nationwide resettlement program for contingent refugees.",504.0,,41320,2013,41320_2013_29039,504,1,humanitarian
EU member states are currently facing poverty migration from Southeastern Europe.,EU member states are currently facing poverty migration from Southeastern Europe.,0.0,,41320,2013,41320_2013_29040,0,1,security
"Asylum seekers from Serbia or Macedonia, but also EU citizens from Romania and Bulgaria, leave their countries of origin to escape the precarious conditions in which they live.","Asylum seekers from Serbia or Macedonia, but also EU citizens from Romania and Bulgaria, leave their countries of origin to escape the precarious conditions in which they live.",0.0,,41320,2013,41320_2013_29041,0,1,humanitarian
Only a few of those coming from outside the EU have a chance of being recognized as refugees.,Only a few of those coming from outside the EU have a chance of being recognized as refugees.,0.0,,41320,2013,41320_2013_29042,0,1,humanitarian
"Poverty-induced internal EU migration poses enormous challenges, especially for municipalities.","Poverty-induced internal EU migration poses enormous challenges, especially for municipalities.",301.0,,41320,2013,41320_2013_29043,301,1,economic
The SPD will provide an emergency federal program for cities particularly affected by poverty immigration.,The SPD will provide an emergency federal program for cities particularly affected by poverty immigration.,504.0,,41320,2013,41320_2013_29045,504,1,humanitarian
"The program is intended to address immigrants and their children as well as the local population in order to enable the joint development of urban districts and neighborhoods, to","The program is intended to address immigrants and their children as well as the local population in order to enable the joint development of urban districts and neighborhoods, to",504.0,,41320,2013,41320_2013_29046,504,1,cultural
"In Germany, a country of immigration, this also means embracing the diversity of lifestyles, cultures and world views.","In Germany, a country of immigration, this also means embracing the diversity of lifestyles, cultures and world views.",607.0,,41320,2013,41320_2013_29073,607,1,cultural
